"DateUTC","DateOnly","TimeOnly","User","Username","IPaddress","City","Region","Country","Status","SignInErrorCode","UserType","AuthRequirement","ConditionalAccess","TokenType","Application","ApplicationID","Resource","ResourceID","FailureReason","ClientApp","DeviceID","Browser","OS","UserAgent","Compliant","Managed","JoinType","Latency","MFAResult","MFAMethod","MFADetail","SignInIdentifier","SessionID","AuthenticationProtocol","UniqueToken","TransferMethod","ClientCredential","TokenProtectionSession","TokenProtectionStatusCode","CorrelationID"
"2025-09-16T04:50:48Z","2025-09-16","04:50:48","Powell4 Michelle2","powell4.michelle2@adatum.com","102.219.54.113","Thornbury"," Coastal Region"," NG","Success","","member","Single-factor authentication","Not Applied","none","One Outlook Web","b440323a-1a7c-4fcb-8285-93db91efe699","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Chrome 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36","false","false","","85","","","","","715ab0b5-8317-47fb-81e7-36bb3db258b6","none","g30FA6WRfE-g-4XUqif3AA","none","none","unbound","1002","110d45d8-9e71-4c65-8d52-0aa82c1f9159"
"2025-09-16T04:50:41Z","2025-09-16","04:50:41","Powell4 Michelle2","powell4.michelle2@adatum.com","102.219.54.113","Thornbury"," Coastal Region"," NG","Success","","member","Single-factor authentication","Not Applied","none","One Outlook Web","b440323a-1a7c-4fcb-8285-93db91efe699","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","Other.","Browser","","Chrome 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36","false","false","","101","","","","powell4.michelle2@adatum.com","715ab0b5-8317-47fb-81e7-36bb3db258b6","none","gKc_U7B47E6KFxpdnGsQAQ","none","none","unbound","1002","57cd70ba-2f2a-4ce9-83d6-e809ccbd5807"
"2025-09-16T04:48:03Z","2025-09-16","04:48:03","Powell4 Michelle2","powell4.michelle2@adatum.com","102.219.54.113","Thornbury"," Coastal Region"," NG","Interrupted","50055","member","Single-factor authentication","Not Applied","none","One Outlook Web","b440323a-1a7c-4fcb-8285-93db91efe699","Office 365 Exchange Online","00000002-0000-0ff1-ce00-000000000000","The password is expired.","Browser","","Chrome 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36","false","false","","219","The user's password is expired, and therefore their login or session was ended. They will be offered the opportunity to reset it, or may ask an admin to reset it via https://learn.microsoft.com/entra/fundamentals/users-reset-password-azure-portal","","","powell4.michelle2@adatum.com","715ab0b5-8317-47fb-81e7-36bb3db258b6","none","eHazWkDFyEO3yMFbRtUZAQ","none","none","unbound","1002","57cd70ba-2f2a-4ce9-83d6-e809ccbd5807"
"2025-09-15T19:48:56Z","2025-09-15","19:48:56","Powell4 Michelle2","powell4.michelle2@adatum.com","50.230.231.78","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","5074","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","4CegZWqNRkCxzwA-2WeUAA","none","none","bound","","6a2e845d-5746-4f3f-865b-06d0b981525b"
"2025-09-15T19:48:51Z","2025-09-15","19:48:51","Powell4 Michelle2","powell4.michelle2@adatum.com","50.230.231.78","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","119","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","ECLyyBju1EmE1v5zMQ7lAA","none","none","bound","","a78c0e3c-1d1d-49b8-8701-d0eb8383e205"
"2025-09-15T19:48:48Z","2025-09-15","19:48:48","Powell4 Michelle2","powell4.michelle2@adatum.com","50.230.231.78","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","SharePoint Online Web Client Extensibility","1dcb7da3-06ce-4f85-87cc-b3d51b990e0b","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","86","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","LxR8dpuF9Eu1zcrjlIL2AA","none","none","bound","","6a1827dc-7b1b-474c-886f-65cb92b5828b"
"2025-09-15T19:48:46Z","2025-09-15","19:48:46","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Office365 Shell WCSS-Server","d4eacae5-b8f9-470a-82f4-5afe735b5f55","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","101","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","LxR8dpuF9Eu1zcrjC4L2AA","none","none","bound","","f6aa44e3-de33-49d6-8fc5-416a85dd99d1"
"2025-09-15T19:47:22Z","2025-09-15","19:47:22","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","87","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","nOUE9oQA1EqNrWOeZImPAA","none","none","bound","","aad3d4e4-b2a1-40fa-8132-69cdf025b404"
"2025-09-15T19:47:22Z","2025-09-15","19:47:22","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","Office365 Shell WCSS-Client","9235089a-5c5e-4585-8662-d94d7991f5d1","Office365 Shell WCSS-Server","d4eacae5-b8f9-470a-82f4-5afe735b5f55","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","150","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","ZukZFMyfnEqVeOcVXzECAQ","none","none","bound","","6127de66-1e8b-4a38-827e-326fa63dcdf2"
"2025-09-15T19:47:21Z","2025-09-15","19:47:21","Powell4 Michelle2","powell4.michelle2@adatum.com","75.33.171.16","Sutton"," Coastal Region 1"," US","Success","","member","Single-factor authentication","Not Applied","primaryRefreshToken","SharePoint Online Web Client Extensibility","1dcb7da3-06ce-4f85-87cc-b3d51b990e0b","Microsoft Graph","00000003-0000-0000-c000-000000000000","Other.","Browser","2fd3dc20-0709-421e-8e34-71059af9e9a4","Edge 139.0.0","Windows10","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.3 Safari/537.36 Edg/139.0.0.3","false","false","Azure AD registered","120","","","","","ad7f946c-4807-4a15-887a-e28d69113e19","none","CZfrgarWGUWe5Ic4ANQVAA","none","none","bound","","108dcc36-aa56-4df7-8bae-997ac56e204d"
