"InternetMessageId","FileName","Mailbox","CreatedDateTime","SentDateTime","ReceivedDateTime","Sender","From","To","ReplyTo","CC","BCC","Subject","BodyPreview","IsRead","IsDraft","HasAttachments","FlagStatus","WebLink","ID","ParentFolderId","ConversationId"
"<0dddd476-0968-458b-9566-47d1895ab012@BN3PEPF0000B371.namprd21.prod.outlook.com>","NotFound","AdeleV@854jpt.onmicrosoft.com","","","","","","","","","","","","","","","","","","",""
"<7dbf7de7-1d4e-4a65-868d-e42cb17b7351@MN1PEPF0000F0E3.namprd04.prod.outlook.com>","NotFound","AdeleV@854jpt.onmicrosoft.com","","","","","","","","","","","","","","","","","","",""
"<c7d763b3-b849-4f29-ae16-6d3de954e831@854jpt.onmicrosoft.com>","AdeleV@854jpt.onmicrosoft.com_c7d763b3-b849-4f29-ae16-6d3de954e831@854jpt.onmicrosoft.com","AdeleV@854jpt.onmicrosoft.com","2026-07-24 03:18:25","2026-07-24 03:18:21","2026-07-24 03:18:25","LidiaH@854jpt.onmicrosoft.com","LidiaH@854jpt.onmicrosoft.com","LynneR@854jpt.onmicrosoft.com","N/A","GradyA@854jpt.onmicrosoft.com,NestorW@854jpt.onmicrosoft.com,PattiF@854jpt.onmicrosoft.com,MeganB@854jpt.onmicrosoft.com,DiegoS@854jpt.onmicrosoft.com,AlexW@854jpt.onmicrosoft.com,AdeleV@854jpt.onmicrosoft.com,JoniS@854jpt.onmicrosoft.com,LeeG@854jpt.onmicrosoft.com,HenriettaM@854jpt.onmicrosoft.com,IsaiahL@854jpt.onmicrosoft.com,JohannaL@854jpt.onmicrosoft.com,MiriamG@854jpt.onmicrosoft.com,PradeepG@854jpt.onmicrosoft.com","N/A","Re: Annual Company Picnic - Saturday, August 16 - Point Defiance Park","Lynne, everyone,

I'd love to help with the picnic! Here's what I can handle from the marketing/comms side:

Signage &amp; Branding:
- I'll design a welcome banner with the Waverly logo (we have the 4' retractable banner stand from WESTEC that we can","True","False","False","notFlagged","https://outlook.office365.com/owa/?ItemID=AQMkAGNkZjg1NjczLWM2YjUtNGZlMS1iZTBhLWUyMzYwM2MxZjJhNQBGAAADYLDz%2Btb5V0%2BVrsLQ9b1sYAcA0mlIt0HGME%2BXdTotbTV%2BcAAAAgEMAAAA0mlIt0HGME%2BXdTotbTV%2BcAABGZr7swAAAA%3D%3D&exvsurl=1&viewmodel=ReadMessageItem","AQMkAGNkZjg1NjczLWM2YjUtNGZlMS1iZTBhLWUyMzYwM2MxZjJhNQBGAAADYLDz_tb5V0_VrsLQ9b1sYAcA0mlIt0HGME_XdTotbTV_cAAAAgEMAAAA0mlIt0HGME_XdTotbTV_cAABGZr7swAAAA==","AQMkAGNkZjg1NjczLWM2YjUtNGZlMS1iZTBhLWUyMzYwM2MxZjJhNQAuAAADYLDz_tb5V0_VrsLQ9b1sYAEA0mlIt0HGME_XdTotbTV_cAAAAgEMAAAA","AAQkAGNkZjg1NjczLWM2YjUtNGZlMS1iZTBhLWUyMzYwM2MxZjJhNQAQAIsthtsgDCJBtXYK5GdacfQ="
"<e009bdbc-b8e8-4d74-bd24-f6efc41483f6@854jpt.onmicrosoft.com>","NotFound","AdeleV@854jpt.onmicrosoft.com","","","","","","","","","","","","","","","","","","",""
"<8fe2b886-7eff-4258-9d90-7b497ce67e93@854jpt.onmicrosoft.com>","NotFound","AdeleV@854jpt.onmicrosoft.com","","","","","","","","","","","","","","","","","","",""
"<5b22b6a3-fde1-43bf-a6c7-33fa82b671d9@854jpt.onmicrosoft.com>","NotFound","AdeleV@854jpt.onmicrosoft.com","","","","","","","","","","","","","","","","","","",""
"<7ed1b6bf-2b7d-43f6-ac0d-c259cbc4ba96@854jpt.onmicrosoft.com>","NotFound","AdeleV@854jpt.onmicrosoft.com","","","","","","","","","","","","","","","","","","",""
"<a6f633b5-ed16-4d31-8616-519b69b32c7d@854jpt.onmicrosoft.com>","NotFound","AdeleV@854jpt.onmicrosoft.com","","","","","","","","","","","","","","","","","","",""
"<4def848f-7dd9-4410-aa7a-003041712583@854jpt.onmicrosoft.com>","NotFound","AdeleV@854jpt.onmicrosoft.com","","","","","","","","","","","","","","","","","","",""
"<477cb28e-1fd3-474e-aacf-c9c09c547363@854jpt.onmicrosoft.com>","AdeleV@854jpt.onmicrosoft.com_477cb28e-1fd3-474e-aacf-c9c09c547363@854jpt.onmicrosoft.com","AdeleV@854jpt.onmicrosoft.com","2026-07-23 05:59:26","2026-07-23 05:59:24","2026-07-23 05:59:26","LeeG@854jpt.onmicrosoft.com","LeeG@854jpt.onmicrosoft.com","GradyA@854jpt.onmicrosoft.com","N/A","NestorW@854jpt.onmicrosoft.com,PattiF@854jpt.onmicrosoft.com,MeganB@854jpt.onmicrosoft.com,DiegoS@854jpt.onmicrosoft.com,AlexW@854jpt.onmicrosoft.com,AdeleV@854jpt.onmicrosoft.com,JoniS@854jpt.onmicrosoft.com,HenriettaM@854jpt.onmicrosoft.com,IsaiahL@854jpt.onmicrosoft.com,JohannaL@854jpt.onmicrosoft.com,LidiaH@854jpt.onmicrosoft.com,LynneR@854jpt.onmicrosoft.com,MiriamG@854jpt.onmicrosoft.com,PradeepG@854jpt.onmicrosoft.com","N/A","Re: ALERT: Phishing Email Circulating - Do Not Click","Quick follow-up on the phishing email:

I've confirmed that NO ONE at Waverly clicked the malicious link. Good job, everyone. The security awareness training is clearly paying off.

I've taken the following additional steps:
- Blocked the sender doma","True","False","False","notFlagged","https://outlook.office365.com/owa/?ItemID=AQMkAGNkZjg1NjczLWM2YjUtNGZlMS1iZTBhLWUyMzYwM2MxZjJhNQBGAAADYLDz%2Btb5V0%2BVrsLQ9b1sYAcA0mlIt0HGME%2BXdTotbTV%2BcAAAAgEMAAAA0mlIt0HGME%2BXdTotbTV%2BcAABF43NgwAAAA%3D%3D&exvsurl=1&viewmodel=ReadMessageItem","AQMkAGNkZjg1NjczLWM2YjUtNGZlMS1iZTBhLWUyMzYwM2MxZjJhNQBGAAADYLDz_tb5V0_VrsLQ9b1sYAcA0mlIt0HGME_XdTotbTV_cAAAAgEMAAAA0mlIt0HGME_XdTotbTV_cAABF43NgwAAAA==","AQMkAGNkZjg1NjczLWM2YjUtNGZlMS1iZTBhLWUyMzYwM2MxZjJhNQAuAAADYLDz_tb5V0_VrsLQ9b1sYAEA0mlIt0HGME_XdTotbTV_cAAAAgEMAAAA","AAQkAGNkZjg1NjczLWM2YjUtNGZlMS1iZTBhLWUyMzYwM2MxZjJhNQAQABxVfmrAAAZGnwM5AVcp56E="
