"UserId","Operation","Recordtypes","AppAccessContext","CreationTime","Id","OrganizationId","ResultStatus","UserKey","UserType","Version","Workload","ClientIP","ClientAppId","ClientIPAddress","ClientInfoString","ExternalAccess","InternalLogonType","LogonType","LogonUserSid","MailboxGuid","MailboxOwnerSid","MailboxOwnerUPN","OrganizationName","OriginatingServer","TokenObjectId","TokenTenantId","Item","ObjectId","AppId","AppPoolName","CorrelationID","Parameters","RequestId","SessionId","SaveToSentItems","AuthenticationType","BrowserName","BrowserVersion","EventSource","GeoLocation","IsManagedDevice","ItemType","ListId","ListItemUniqueId","Martinez36","Sandoval28","UserAgent","WebId","DeviceDisplayName","HighPriorityMediaProcessing","ListBaseType","ListServerTemplate","SourceRelativeUrl","SourceFileName","SourceFileExtension","ApplicationDisplayName","SiteUrl","DoNotDistributeEvent","EventSignature","FileSizeBytes","AffectedItems","CrossMailboxOperation","Folder","ListItemVersion","CustomizedDoclib","FromApp","ItemCount","ListBaseTemplateType","ListColor","ListIcon","Source","TemplateTypeId","ListTitle","ListName","ListUrl","DestFolder","CustomUniqueId","SiteTemplate","SiteOwnerEmail","SiteOwner","SiteTitle","ActorInfoString","ModifiedProperties","AzureActiveDirectoryEventType","ExtendedProperties","Actor","ActorContextId","ActorIpAddress","InterSystemsId","IntraSystemId","SupportTicketId","Target","TargetContextId","ApplicationId","DeviceProperties","ErrorNumber","LogonError"
"betty20@contoso.com","UserLoginFailed","15",,"2025-09-29T20:44:39","f9d84f60-aa62-4489-8d4a-1d0936158f8c","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Success","52b9c00a-3d50-4d6f-8452-6d833f86f23b","0","1","AzureActiveDirectory","191.101.130.4",,,,,,,,,,,,,,,,"4765445b-32c6-49b0-83e6-1d93765276ca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","191.101.130.4","373e7786-bde2-4033-8912-a2352c688bb3","f9d84f60-aa62-4489-8d4a-1d0936158f8c","","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","4765445b-32c6-49b0-83e6-1d93765276ca","System.Object[]","50133","SsoArtifactRevoked"
"betty20@contoso.com","UserLoginFailed","15",,"2025-09-29T19:52:46","80255fb2-3569-44ae-8b92-06724cb48dab","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Success","52b9c00a-3d50-4d6f-8452-6d833f86f23b","0","1","AzureActiveDirectory","191.101.130.55",,,,,,,,,,,,,,,,"00000002-0000-0ff1-ce00-000000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","191.101.130.55","9f7e697a-0512-4e2c-8632-425533034ee0","80255fb2-3569-44ae-8b92-06724cb48dab","","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","d57cc67e-5307-454c-8eb3-08f463f7b7aa","System.Object[]","50057","UserDisabled"
"betty20@contoso.com","UserLoginFailed","15",,"2025-09-29T19:52:46","9a6b8a90-5442-4e41-8e88-1ed2f4573433","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Success","52b9c00a-3d50-4d6f-8452-6d833f86f23b","0","1","AzureActiveDirectory","191.101.130.55",,,,,,,,,,,,,,,,"00000002-0000-0ff1-ce00-000000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","191.101.130.55","9f699983-89db-4409-8e9d-0bdecb15da68","9a6b8a90-5442-4e41-8e88-1ed2f4573433","","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","d57cc67e-5307-454c-8eb3-08f463f7b7aa","System.Object[]","50057","UserDisabled"
"betty20@contoso.com","UserLoginFailed","15",,"2025-09-29T19:44:12","5b535424-5b41-4424-82cc-474aea032707","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Success","52b9c00a-3d50-4d6f-8452-6d833f86f23b","0","1","AzureActiveDirectory","191.101.130.4",,,,,,,,,,,,,,,,"00000002-0000-0ff1-ce00-000000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","191.101.130.4","3309de00-811f-47f6-87a9-e8085e8340a4","5b535424-5b41-4424-82cc-474aea032707","","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","d57cc67e-5307-454c-8eb3-08f463f7b7aa","System.Object[]","50057","UserDisabled"
"betty20@contoso.com","UserLoginFailed","15",,"2025-09-29T19:43:44","1b571aa9-9668-4686-8235-3868063d45de","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Success","52b9c00a-3d50-4d6f-8452-6d833f86f23b","0","1","AzureActiveDirectory","191.101.130.55",,,,,,,,,,,,,,,,"00000002-0000-0ff1-ce00-000000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","191.101.130.55","8d371e22-aaed-4ef4-8c7b-8c48d4be039e","1b571aa9-9668-4686-8235-3868063d45de","","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","d57cc67e-5307-454c-8eb3-08f463f7b7aa","System.Object[]","50057","UserDisabled"
"betty20.deborah51@contoso.com","FileAccessed","6","@{AADSessionId=f8a0fb2c-c7ab-4fa8-86c5-431b627f7676; AuthTime=2025-09-08T16:39:28; ClientAppName=Unknown; CorrelationId=7c55e62d-f84d-459b-8a9d-a5f9c9bac36a; DeviceId=; TokenIssuedAtTime=2025-09-29T12:51:32; UniqueTokenId=2db965t8j0KXxqwXZX1OAA; UserObjectId=52b9c00a-3d50-4d6f-8452-6d833f86f23b}","2025-09-29T19:07:46","2648a550-c8aa-4332-847c-1b5a0a8a9723","063b27d9-43ef-4b3c-88e0-ca84cb74ae45",,"i:0h.f|collins28|rebecca3@freemail4.example","0","1","SharePoint","191.101.130.55",,,,,,,,,,,,,,,,"https://contoso-my.sharepoint.com/User Samantha26/Edwards37 Pictures/9704dd93-e0d1-4d31-8f29-39081c0e50be_MThumb.jpg",,,"7c55e62d-f84d-459b-8a9d-a5f9c9bac36a",,,,,"FormsCookieAuth","Edge","139.0.0.235","SharePoint","NAM","False","Torres23","480aab15-01dd-466f-8582-5f0e30c1f0e5","ccd2c2f4-098a-4099-80a7-860024c4043f","WinDesktop","feecf37e-9321-4cee-8431-673aa9203ac7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36 Edg/139.0.0.235","891573a1-a3ab-456e-8815-52499dd31e4b","147.243.47.57","False","1","109","User Samantha26/Edwards37 Pictures","generic_file.jpg","jpg","Unknown","https://contoso-my.sharepoint.com/","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"betty20@contoso.com","UserLoggedIn","15",,"2025-09-29T19:06:11","f0fc68f7-4046-40ab-8900-3b07cd8465a3","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Success","52b9c00a-3d50-4d6f-8452-6d833f86f23b","0","1","AzureActiveDirectory","191.101.130.4",,,,,,,,,,,,,,,,"00000002-0000-0ff1-ce00-000000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","191.101.130.4","b47b8cbe-6f18-4b5c-8fd8-85664ae3349f","f0fc68f7-4046-40ab-8900-3b07cd8465a3","","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","d57cc67e-5307-454c-8eb3-08f463f7b7aa","System.Object[]","0",
"betty20@contoso.com","UserLoggedIn","15",,"2025-09-29T18:57:12","9fd96758-2e61-41ef-8014-a9c776239d95","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Success","52b9c00a-3d50-4d6f-8452-6d833f86f23b","0","1","AzureActiveDirectory","102.129.145.201",,,,,,,,,,,,,,,,"00000002-0000-0ff1-ce00-000000000000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"System.Object[]","1","System.Object[]","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","102.129.145.201","e6e9803a-b69f-4b03-8e25-97a2d42615f8","9fd96758-2e61-41ef-8014-a9c776239d95","","System.Object[]","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","d57cc67e-5307-454c-8eb3-08f463f7b7aa","System.Object[]","0",
"betty20@contoso.com","ListItemUpdated","36","@{AADSessionId=f8a0fb2c-c7ab-4fa8-86c5-431b627f7676; AuthTime=2025-09-08T16:39:28; ClientAppName=Unknown; CorrelationId=7862c12d-451a-4043-8aeb-612eaf9c1642; DeviceId=; TokenIssuedAtTime=2025-09-29T12:56:32; UniqueTokenId=2db965t8j0KXxqwXZX1OAA; UserObjectId=52b9c00a-3d50-4d6f-8452-6d833f86f23b}","2025-09-29T18:56:27","61910ce3-3ae0-4c64-82b7-6e539b3c30c1","063b27d9-43ef-4b3c-88e0-ca84cb74ae45",,"i:0h.f|collins28|rebecca3@freemail4.example","0","1","SharePoint","191.101.130.55",,,,,,,,,,,,,,,,"https://contoso.sharepoint.com/sites/Davis15/accountingteam/Lists/077320e6-aa92-4bcc-8dd6-4af5564tyler1942/9766_.000",,,"7862c12d-451a-4043-8aeb-612eaf9c1642",,,,,"FormsCookieAuth","Edge","139.0.0.235","SharePoint","NAM","False","ListItem","077320e6-aa92-4bcc-8dd6-4af5564tyler1942","ac0e6cfe-2709-4de2-8b1f-aa128bfb5111","WinDesktop","af3c87dd-5d12-4d37-8584-722d34f11ea6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36 Edg/139.0.0.235","74e0f3e4-fa65-44f8-8124-ba6098c10329","2a01:111:2054:6f9e:b3e:1a6a:84d7:c678",,"GenericList",,,,,"Unknown",,,,,,,,"13","False","False","2819","100","","","Unknown","","077320e6-aa92-4bcc-8dd6-4af5564tyler1942","Wire Requests","/sites/Davis15/accountingteam/Lists/Morgan50 List New",,,,,,,,,,,,,,,,,,,,,,
"betty20@contoso.com","ListItemViewed","36","@{AADSessionId=f8a0fb2c-c7ab-4fa8-86c5-431b627f7676; AuthTime=2025-09-08T16:39:28; ClientAppName=Unknown; CorrelationId=0010830d-4b67-4655-81ca-792f343b4734; DeviceId=; TokenIssuedAtTime=2025-09-29T12:56:32; UniqueTokenId=2db965t8j0KXxqwXZX1OAA; UserObjectId=52b9c00a-3d50-4d6f-8452-6d833f86f23b}","2025-09-29T18:53:29","67edae21-7251-40b9-8b3a-55c5f5699d50","063b27d9-43ef-4b3c-88e0-ca84cb74ae45",,"i:0h.f|collins28|rebecca3@freemail4.example","0","1","SharePoint","191.101.130.55",,,,,,,,,,,,,,,,"https://contoso.sharepoint.com/sites/Davis15/accountingteam/Lists/077320e6-aa92-4bcc-8dd6-4af5564tyler1942/9766_.000",,,"0010830d-4b67-4655-81ca-792f343b4734",,,,,"FormsCookieAuth","Edge","139.0.0.235","SharePoint","NAM","False","ListItem","077320e6-aa92-4bcc-8dd6-4af5564tyler1942","ac0e6cfe-2709-4de2-8b1f-aa128bfb5111","WinDesktop","af3c87dd-5d12-4d37-8584-722d34f11ea6","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.235 Safari/537.36 Edg/139.0.0.235","74e0f3e4-fa65-44f8-8124-ba6098c10329","2a01:111:2054:e7e8:48c9:82f7:8467:bf89",,"GenericList",,,,,"Unknown",,,,,,,,"13","False","False","2819","100","","","Unknown","","077320e6-aa92-4bcc-8dd6-4af5564tyler1942","Wire Requests","/sites/Davis15/accountingteam/Lists/Morgan50 List New",,,,,,,,,,,,,,,,,,,,,,
