"UserId","Operation","Recordtypes","AppAccessContext.AADSessionId","AppAccessContext.APIId","AppAccessContext.ClientAppId","AppAccessContext.IssuedAtTime","AppAccessContext.UniqueTokenId","CreationTime","Id","OrganizationId","ResultStatus","UserKey","UserType","Version","Workload","ClientIP","ActorInfoString","AppId","ClientAppId","ClientIPAddress","ClientInfoString","ClientRequestId","DeviceId","ExternalAccess","InternalLogonType","LogonType","LogonUserSid","MailboxGuid","MailboxOwnerSid","MailboxOwnerUPN","OrganizationName","OriginatingServer","SessionId","TokenObjectId","TokenTenantId","Item.Id","Item.ImmutableId","Item.InternetMessageId","Item.IsRecord","Item.ParentFolder.Id","Item.ParentFolder.Brooks38","Item.SizeInBytes","Item.Subject","ClientProcessName","ClientVersion","Item.Attachments","OperationProperties.1.Name","OperationProperties.1.Value","Item.ParentFolder.Name","SaveToSentItems","SendOnBehalfOfUserMailboxGuid","SendOnBehalfOfUserSmtp","AuthType","TokenType","ModifiedProperties.1","ModifiedProperties.2","ModifiedProperties.3","ModifiedProperties.4","ModifiedProperties.5","ModifiedProperties.6","ModifiedProperties.7","ModifiedProperties.8","ModifiedProperties.9","ModifiedProperties.10","ModifiedProperties.11","ModifiedProperties.12","ModifiedProperties.13","ModifiedProperties.14","ModifiedProperties.15"
"betty20@contoso.com","Update","2",,"7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2025-09-29T21:39:12","17d22496-e715-46d4-8244-5a7c2cf74e29","2025-09-29T21:39:12","2f8babc3-c612-4491-8329-3118f17a6617","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Succeeded","7de40da6-790d-45b7-81db-b0a0abc1f1b4","5","1","Exchange","2603:1036:30c:2469:21d4:90f:6137:ec02","Client=REST;Client=RESTSystem;UserAgent=[NoUserAgent][AppId=7de40da6-790d-45b7-81db-b0a0abc1f1b4];","7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2603:1036:30c:2469:21d4:90f:6137:ec02","Client=REST;Client=RESTSystem;;","2c826263-4fb9-4fbc-8172-d642f0746739",,"False","0","0","S-1-5-21-3421515247-1784439087-2623626124-1914689","331759a7-16e4-4b93-85ab-d7b8e7f61d9a","S-1-5-21-3421515247-1784439087-2623626124-1914689","betty20@contoso.com","contoso.onmicrosoft.com","LAB20XX7301MB640 (15.20.4200.000)
",,,"063b27d9-43ef-4b3c-88e0-ca84cb74ae45","RgAAAAA0bFhziVIhR62MMUP7F8+XBwBOqncIMRUzS4U+wtfUGfX5AAAceL1iAABOqncIMRUzS4U+wtfUGfX5AAFm1+AJAAAP","LgAAAAAdhAMRqmYRzZvIAKoAL8RaDQBOqncIMRUzS4U+wtfUGfX5AAFm1+gJAAAP","<samantha17@dm6pr06mb6745.namprd06.prod.outlook.com>","False","LgAAAAA0bFhziVIhR62MMUP7F8+XAQBOqncIMRUzS4U+wtfUGfX5AAAceL1iAAAC","\Calendar\Kelly63 Betty12","16503","Generic Email Subject",,,,,,,,,,,,"CreationTime",,,,,,,,,,,,,,
"betty20@contoso.com","Update","2",,"7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2025-09-29T21:39:06","186d157a-3a16-4ba2-8064-9ba6cabf7736","2025-09-29T21:39:06","9efd2377-5367-435d-8047-5f0ebbcf5d4f","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Succeeded","7de40da6-790d-45b7-81db-b0a0abc1f1b4","5","1","Exchange","2603:1036:30c:2aa5:3cf3:23fb:37af:aca8","Client=REST;Client=RESTSystem;UserAgent=[NoUserAgent][AppId=7de40da6-790d-45b7-81db-b0a0abc1f1b4];","7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2603:1036:30c:2aa5:3cf3:23fb:37af:aca8","Client=REST;Client=RESTSystem;;","7952822a-3967-4c23-8647-f5cbafe6272f",,"False","0","0","S-1-5-21-3421515247-1784439087-2623626124-1914689","331759a7-16e4-4b93-85ab-d7b8e7f61d9a","S-1-5-21-3421515247-1784439087-2623626124-1914689","betty20@contoso.com","contoso.onmicrosoft.com","LAB20XX7301MB640 (15.20.4200.000)
",,,"063b27d9-43ef-4b3c-88e0-ca84cb74ae45","RgAAAAA0bFhziVIhR62MMUP7F8+XBwBOqncIMRUzS4U+wtfUGfX5AAAceL1iAABOqncIMRUzS4U+wtfUGfX5AAFm1+AJAAAP","LgAAAAAdhAMRqmYRzZvIAKoAL8RaDQBOqncIMRUzS4U+wtfUGfX5AAFm1+gJAAAP","<samantha17@dm6pr06mb6745.namprd06.prod.outlook.com>","False","LgAAAAA0bFhziVIhR62MMUP7F8+XAQBOqncIMRUzS4U+wtfUGfX5AAAceL1iAAAC","\Calendar\Kelly63 Betty12","16503","Generic Email Subject",,,,,,,,,,,,"CreationTime",,,,,,,,,,,,,,
"betty20@contoso.com","Update","2",,"7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2025-09-29T21:39:01","57e65e08-df08-4255-84de-c0b0810d5d88","2025-09-29T21:39:02","fce0f667-5128-4ac6-872d-be2ffbd40d8d","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Succeeded","7de40da6-790d-45b7-81db-b0a0abc1f1b4","5","1","Exchange","2603:1036:30c:2469:21d4:90f:6137:ec02","Client=REST;Client=RESTSystem;UserAgent=[NoUserAgent][AppId=7de40da6-790d-45b7-81db-b0a0abc1f1b4];","7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2603:1036:30c:2469:21d4:90f:6137:ec02","Client=REST;Client=RESTSystem;;","7952822a-3967-4c23-8647-f5cbafe6272f",,"False","0","0","S-1-5-21-3421515247-1784439087-2623626124-1914689","331759a7-16e4-4b93-85ab-d7b8e7f61d9a","S-1-5-21-3421515247-1784439087-2623626124-1914689","betty20@contoso.com","contoso.onmicrosoft.com","LAB20XX7301MB640 (15.20.4200.000)
",,,"063b27d9-43ef-4b3c-88e0-ca84cb74ae45","RgAAAAA0bFhziVIhR62MMUP7F8+XBwBOqncIMRUzS4U+wtfUGfX5AAAceL1iAABOqncIMRUzS4U+wtfUGfX5AAFm1+AJAAAP","LgAAAAAdhAMRqmYRzZvIAKoAL8RaDQBOqncIMRUzS4U+wtfUGfX5AAFm1+gJAAAP","<samantha17@dm6pr06mb6745.namprd06.prod.outlook.com>","False","LgAAAAA0bFhziVIhR62MMUP7F8+XAQBOqncIMRUzS4U+wtfUGfX5AAAceL1iAAAC","\Calendar\Kelly63 Betty12","16504","Generic Email Subject",,,,,,,,,,,,"CreationTime",,,,,,,,,,,,,,
"betty20@contoso.com","Update","2",,"7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2025-09-29T21:38:57","2ec69ca7-dc39-40f5-80c8-b9784e80caf6","2025-09-29T21:38:57","1b02501c-adf4-4f6f-8a50-dc1c3ba63be8","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Succeeded","7de40da6-790d-45b7-81db-b0a0abc1f1b4","5","1","Exchange","2603:1036:30c:dee9:38ae:eb5a:a59f:d783","Client=REST;Client=RESTSystem;UserAgent=[NoUserAgent][AppId=7de40da6-790d-45b7-81db-b0a0abc1f1b4];","7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2603:1036:30c:dee9:38ae:eb5a:a59f:d783","Client=REST;Client=RESTSystem;;","7952822a-3967-4c23-8647-f5cbafe6272f",,"False","0","0","S-1-5-21-3421515247-1784439087-2623626124-1914689","331759a7-16e4-4b93-85ab-d7b8e7f61d9a","S-1-5-21-3421515247-1784439087-2623626124-1914689","betty20@contoso.com","contoso.onmicrosoft.com","LAB20XX7301MB640 (15.20.4200.000)
",,,"063b27d9-43ef-4b3c-88e0-ca84cb74ae45","RgAAAAA0bFhziVIhR62MMUP7F8+XBwBOqncIMRUzS4U+wtfUGfX5AAAceL1iAABOqncIMRUzS4U+wtfUGfX5AAFm1+AJAAAP","LgAAAAAdhAMRqmYRzZvIAKoAL8RaDQBOqncIMRUzS4U+wtfUGfX5AAFm1+gJAAAP","<samantha17@dm6pr06mb6745.namprd06.prod.outlook.com>","False","LgAAAAA0bFhziVIhR62MMUP7F8+XAQBOqncIMRUzS4U+wtfUGfX5AAAceL1iAAAC","\Calendar\Kelly63 Betty12","16510","Generic Email Subject",,,,,,,,,,,,"MapiSubject","NormalizedSubjectInternal","CreationTime",,,,,,,,,,,,
"betty20@contoso.com","Update","2",,"7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2025-09-29T21:25:58","65878b50-42de-45e5-8c8f-34d313b87b34","2025-09-29T21:25:58","f1bc7312-47c7-4945-8b41-3e49108ecf34","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Succeeded","7de40da6-790d-45b7-81db-b0a0abc1f1b4","5","1","Exchange","2603:1036:30c:90f1:eb20:f510:a32e:5e61","Client=REST;Client=RESTSystem;UserAgent=[NoUserAgent][AppId=7de40da6-790d-45b7-81db-b0a0abc1f1b4];","7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2603:1036:30c:90f1:eb20:f510:a32e:5e61","Client=REST;Client=RESTSystem;;","db0323d6-599a-4e4d-8b83-9bb88312106b",,"False","0","0","S-1-5-21-3421515247-1784439087-2623626124-1914689","331759a7-16e4-4b93-85ab-d7b8e7f61d9a","S-1-5-21-3421515247-1784439087-2623626124-1914689","betty20@contoso.com","contoso.onmicrosoft.com","LAB20XX7301MB640 (15.20.4200.000)
",,,"063b27d9-43ef-4b3c-88e0-ca84cb74ae45","RgAAAAA0bFhziVIhR62MMUP7F8+XBwBOqncIMRUzS4U+wtfUGfX5AAAceL1iAABOqncIMRUzS4U+wtfUGfX5AAFm1+AJAAAP","LgAAAAAdhAMRqmYRzZvIAKoAL8RaDQBOqncIMRUzS4U+wtfUGfX5AAFm1+gJAAAP","<samantha17@dm6pr06mb6745.namprd06.prod.outlook.com>","False","LgAAAAA0bFhziVIhR62MMUP7F8+XAQBOqncIMRUzS4U+wtfUGfX5AAAceL1iAAAC","\Calendar\Kelly63 Betty12","16507","Generic Email Subject",,,,,,,,,,,,"CreationTime",,,,,,,,,,,,,,
"betty20@contoso.com","Update","2",,"7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2025-09-29T21:25:53","8a36c11e-1b44-4592-89cc-307ec81442cd","2025-09-29T21:25:54","7f0b4cc1-9e39-4663-8ff6-e5ff41936d78","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Succeeded","7de40da6-790d-45b7-81db-b0a0abc1f1b4","5","1","Exchange","2603:1036:30c:144e:997:774e:60e3:e1b1","Client=REST;Client=RESTSystem;UserAgent=[NoUserAgent][AppId=7de40da6-790d-45b7-81db-b0a0abc1f1b4];","7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2603:1036:30c:144e:997:774e:60e3:e1b1","Client=REST;Client=RESTSystem;;","f2780751-7b1c-4268-8b5d-2b994e83fe6a",,"False","0","0","S-1-5-21-3421515247-1784439087-2623626124-1914689","331759a7-16e4-4b93-85ab-d7b8e7f61d9a","S-1-5-21-3421515247-1784439087-2623626124-1914689","betty20@contoso.com","contoso.onmicrosoft.com","LAB20XX7301MB640 (15.20.4200.000)
",,,"063b27d9-43ef-4b3c-88e0-ca84cb74ae45","RgAAAAA0bFhziVIhR62MMUP7F8+XBwBOqncIMRUzS4U+wtfUGfX5AAAceL1iAABOqncIMRUzS4U+wtfUGfX5AAFm1+AJAAAP","LgAAAAAdhAMRqmYRzZvIAKoAL8RaDQBOqncIMRUzS4U+wtfUGfX5AAFm1+gJAAAP","<samantha17@dm6pr06mb6745.namprd06.prod.outlook.com>","False","LgAAAAA0bFhziVIhR62MMUP7F8+XAQBOqncIMRUzS4U+wtfUGfX5AAAceL1iAAAC","\Calendar\Kelly63 Betty12","16507","Generic Email Subject",,,,,,,,,,,,"CreationTime",,,,,,,,,,,,,,
"betty20@contoso.com","Update","2",,"7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2025-09-29T21:25:47","613a759d-7775-4228-8601-2b38389e2bb1","2025-09-29T21:25:48","dc2f6042-45c6-463a-8f79-6cec0d519349","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Succeeded","7de40da6-790d-45b7-81db-b0a0abc1f1b4","5","1","Exchange","2603:1036:30c:bbe7:9425:a989:dcd2:636d","Client=REST;Client=RESTSystem;UserAgent=[NoUserAgent][AppId=7de40da6-790d-45b7-81db-b0a0abc1f1b4];","7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2603:1036:30c:bbe7:9425:a989:dcd2:636d","Client=REST;Client=RESTSystem;;","f2780751-7b1c-4268-8b5d-2b994e83fe6a",,"False","0","0","S-1-5-21-3421515247-1784439087-2623626124-1914689","331759a7-16e4-4b93-85ab-d7b8e7f61d9a","S-1-5-21-3421515247-1784439087-2623626124-1914689","betty20@contoso.com","contoso.onmicrosoft.com","LAB20XX7301MB640 (15.20.4200.000)
",,,"063b27d9-43ef-4b3c-88e0-ca84cb74ae45","RgAAAAA0bFhziVIhR62MMUP7F8+XBwBOqncIMRUzS4U+wtfUGfX5AAAceL1iAABOqncIMRUzS4U+wtfUGfX5AAFm1+AJAAAP","LgAAAAAdhAMRqmYRzZvIAKoAL8RaDQBOqncIMRUzS4U+wtfUGfX5AAFm1+gJAAAP","<samantha17@dm6pr06mb6745.namprd06.prod.outlook.com>","False","LgAAAAA0bFhziVIhR62MMUP7F8+XAQBOqncIMRUzS4U+wtfUGfX5AAAceL1iAAAC","\Calendar\Kelly63 Betty12","16507","Generic Email Subject",,,,,,,,,,,,"CreationTime",,,,,,,,,,,,,,
"betty20@contoso.com","Update","2",,"7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2025-09-29T21:25:42","80318887-be42-4274-8fcc-2e66dfc3fa4d","2025-09-29T21:25:43","050a9475-0d4b-4915-8159-852aae7caeb4","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Succeeded","7de40da6-790d-45b7-81db-b0a0abc1f1b4","5","1","Exchange","2603:1036:30c:8a04:b515:bfd0:b6e5:f7c4","Client=REST;Client=RESTSystem;UserAgent=[NoUserAgent][AppId=7de40da6-790d-45b7-81db-b0a0abc1f1b4];","7de40da6-790d-45b7-81db-b0a0abc1f1b4","7de40da6-790d-45b7-81db-b0a0abc1f1b4","2603:1036:30c:8a04:b515:bfd0:b6e5:f7c4","Client=REST;Client=RESTSystem;;","f2780751-7b1c-4268-8b5d-2b994e83fe6a",,"False","0","0","S-1-5-21-3421515247-1784439087-2623626124-1914689","331759a7-16e4-4b93-85ab-d7b8e7f61d9a","S-1-5-21-3421515247-1784439087-2623626124-1914689","betty20@contoso.com","contoso.onmicrosoft.com","LAB20XX7301MB640 (15.20.4200.000)
",,,"063b27d9-43ef-4b3c-88e0-ca84cb74ae45","RgAAAAA0bFhziVIhR62MMUP7F8+XBwBOqncIMRUzS4U+wtfUGfX5AAAceL1iAABOqncIMRUzS4U+wtfUGfX5AAFm1+AJAAAP","LgAAAAAdhAMRqmYRzZvIAKoAL8RaDQBOqncIMRUzS4U+wtfUGfX5AAFm1+gJAAAP","<samantha17@dm6pr06mb6745.namprd06.prod.outlook.com>","False","LgAAAAA0bFhziVIhR62MMUP7F8+XAQBOqncIMRUzS4U+wtfUGfX5AAAceL1iAAAC","\Calendar\Kelly63 Betty12","16897","Generic Email Subject",,,,,,,,,,,,"Location","CreationTime","HtmlBody",,,,,,,,,,,,
"betty20@contoso.com","Send","2",,"",,,,"2025-09-29T20:44:46","0864daef-b663-497e-8cb9-d4467b5b790d","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Succeeded","10032003596A8D04","0","1","Exchange","137.27.96.204","OUTLOOK.EXE/16.0.19127.20082",,,"137.27.96.204","Client=MSExchangeRPC","{be619bf9-83d8-4b65-83c7-cc3e26a4631f}",,"False","0","0","S-1-5-21-3421515247-1784439087-2623626124-1914689","331759a7-16e4-4b93-85ab-d7b8e7f61d9a","S-1-5-21-3421515247-1784439087-2623626124-1914689","betty20@contoso.com","contoso.onmicrosoft.com","LAB20XX7301MB640 (15.20.4200.000)
","e6a8a1cb-2d4f-47ea-85ca-e2a014e09705",,,"RgAAAAA0bFhziVIhR62MMUP7F8+XBwBOqncIMRUzS4U+wtfUGfX5AAAAAAELAABOqncIMRUzS4U+wtfUGfX5AAFm1yEaAAAJ","LgAAAAAdhAMRqmYRzZvIAKoAL8RaDQBOqncIMRUzS4U+wtfUGfX5AAFm2AI2AAAJ","<peterson31@ph0pr06mb7317.namprd06.prod.outlook.com>",,"LgAAAAA0bFhziVIhR62MMUP7F8+XAQBOqncIMRUzS4U+wtfUGfX5AAAAAAELAAAB","\Outbox","36754","Generic Email Subject","OUTLOOK.EXE","16.0.19127.20082","attachment_1.dat (2847b); attachment_2.dat (11682b); attachment_3.dat (10471b)",,,,"True",,,,,,,,,,,,,,,,,,,
"betty20@contoso.com","Send","2",,"",,,,"2025-09-29T20:42:59","2e2944c6-d907-4818-817f-3d329284b8a8","063b27d9-43ef-4b3c-88e0-ca84cb74ae45","Succeeded","10032003596A8D04","0","1","Exchange","137.27.96.204","OUTLOOK.EXE/16.0.19127.20082",,,"137.27.96.204","Client=MSExchangeRPC","{6ffb8de6-405d-47b7-84d3-47093288ecc2}",,"False","0","0","S-1-5-21-3421515247-1784439087-2623626124-1914689","331759a7-16e4-4b93-85ab-d7b8e7f61d9a","S-1-5-21-3421515247-1784439087-2623626124-1914689","betty20@contoso.com","contoso.onmicrosoft.com","LAB20XX7301MB640 (15.20.4200.000)
","e6a8a1cb-2d4f-47ea-85ca-e2a014e09705",,,"RgAAAAA0bFhziVIhR62MMUP7F8+XBwBOqncIMRUzS4U+wtfUGfX5AAAAAAELAABOqncIMRUzS4U+wtfUGfX5AAFm1yEZAAAJ","LgAAAAAdhAMRqmYRzZvIAKoAL8RaDQBOqncIMRUzS4U+wtfUGfX5AAFm2AIaAAAJ","<mendoza29@ph0pr06mb7317.namprd06.prod.outlook.com>",,"LgAAAAA0bFhziVIhR62MMUP7F8+XAQBOqncIMRUzS4U+wtfUGfX5AAAAAAELAAAB","\Outbox","129499","Generic Email Subject","OUTLOOK.EXE","16.0.19127.20082","attachment_1.dat (92926b); attachment_2.dat (2847b); attachment_3.dat (11682b); attachment_4.dat (10471b)",,,,"True",,,,,,,,,,,,,,,,,,,
