"RecordType","CreationDate","UserIds","Operations","AuditData","ResultIndex","ResultCount","Nicholas3","IsValid","ObjectState"
"AzureActiveDirectoryStsLogon","2025-12-17 18:53:00","bennett4@consolidatedmsgr.com","UserLoggedIn","{""CreationTime"":""2025-12-17T18:53:00"",""Id"":""81ce8f3f-4amanda-420c-8091-d8a3f7ad3c75"",""Operation"":""UserLoggedIn"",""OrganizationId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""ObjectId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""UserId"":""bennett4@consolidatedmsgr.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""KeepMeSignedIn"",""Value"":""true""},{""Name"":""UserAgent"",""Value"":""axios\/1.13.2""},{""Name"":""RequestType"",""Value"":""SAS:ProcessAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""Type"":0},{""ID"":""bennett4@consolidatedmsgr.com"",""Type"":5}],""ActorContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ActorIpAddress"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""InterSystemsId"":""02d03055-704d-46e2-8787-72addf63b989"",""IntraSystemId"":""81ce8f3f-4amanda-420c-8091-d8a3f7ad3c75"",""SupportTicketId"":"""",""Target"":[{""ID"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""Type"":0}],""TargetContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ApplicationId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""DeviceProperties"":[{""Name"":""BrowserType"",""Value"":""Other""},{""Name"":""SessionId"",""Value"":""deda489c-d060-42b4-8d67-58ebb6c194f9""}],""ErrorNumber"":""50140""}","1","214","81ce8f3f-4amanda-420c-8091-d8a3f7ad3c75","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-12-17 18:53:00","bennett4@consolidatedmsgr.com","UserLoggedIn","{""CreationTime"":""2025-12-17T18:53:00"",""Id"":""81ce8f3f-4amanda-420c-8091-d8a3f7ad3c75"",""Operation"":""UserLoggedIn"",""OrganizationId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""ObjectId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""UserId"":""bennett4@consolidatedmsgr.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""KeepMeSignedIn"",""Value"":""true""},{""Name"":""UserAgent"",""Value"":""axios\/1.13.2""},{""Name"":""UserAuthenticationMethod"",""Value"":""16""},{""Name"":""RequestType"",""Value"":""SAS:ProcessAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""Type"":0},{""ID"":""bennett4@consolidatedmsgr.com"",""Type"":5}],""ActorContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ActorIpAddress"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""InterSystemsId"":""02d03055-704d-46e2-8787-72addf63b989"",""IntraSystemId"":""81ce8f3f-4amanda-420c-8091-d8a3f7ad3c75"",""SupportTicketId"":"""",""Target"":[{""ID"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""Type"":0}],""TargetContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ApplicationId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""DeviceProperties"":[{""Name"":""BrowserType"",""Value"":""Other""},{""Name"":""SessionId"",""Value"":""deda489c-d060-42b4-8d67-58ebb6c194f9""}],""ErrorNumber"":""50140""}","2","214","81ce8f3f-4amanda-420c-8091-d8a3f7ad3c75","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-12-17 18:52:25","bennett4@consolidatedmsgr.com","UserLoginFailed","{""CreationTime"":""2025-12-17T18:52:25"",""Id"":""356e9ed8-8fc5-4212-8f09-fe2890b3978f"",""Operation"":""UserLoginFailed"",""OrganizationId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""ObjectId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""UserId"":""bennett4@consolidatedmsgr.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""axios\/1.13.2""},{""Name"":""UserAuthenticationMethod"",""Value"":""16""},{""Name"":""RequestType"",""Value"":""SAS:EndAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""Type"":0},{""ID"":""bennett4@consolidatedmsgr.com"",""Type"":5}],""ActorContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ActorIpAddress"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""InterSystemsId"":""02d03055-704d-46e2-8787-72addf63b989"",""IntraSystemId"":""356e9ed8-8fc5-4212-8f09-fe2890b3978f"",""SupportTicketId"":"""",""Target"":[{""ID"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""Type"":0}],""TargetContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ApplicationId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""DeviceProperties"":[{""Name"":""BrowserType"",""Value"":""Other""},{""Name"":""SessionId"",""Value"":""deda489c-d060-42b4-8d67-58ebb6c194f9""}],""ErrorNumber"":""50074"",""LogonError"":""UserStrongAuthClientAuthNRequiredInterrupt""}","3","214","356e9ed8-8fc5-4212-8f09-fe2890b3978f","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-12-17 18:52:59","Not Available","UserLoggedIn","{""CreationTime"":""2025-12-17T18:52:59"",""Id"":""be079011-c3af-430f-823d-150447635877"",""Operation"":""UserLoggedIn"",""OrganizationId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""UserType"":4,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""ObjectId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""UserId"":""Not Available"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""axios\/1.13.2""},{""Name"":""RequestType"",""Value"":""SAS:EndAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""Type"":0}],""ActorContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ActorIpAddress"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""InterSystemsId"":""02d03055-704d-46e2-8787-72addf63b989"",""IntraSystemId"":""be079011-c3af-430f-823d-150447635877"",""SupportTicketId"":"""",""Target"":[{""ID"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""Type"":0}],""TargetContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ApplicationId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""DeviceProperties"":[{""Name"":""BrowserType"",""Value"":""Other""}],""ErrorNumber"":""0""}","4","214","be079011-c3af-430f-823d-150447635877","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-12-17 18:53:00","bennett4@consolidatedmsgr.com","UserLoggedIn","{""CreationTime"":""2025-12-17T18:53:00"",""Id"":""c59bc046-a41f-4d07-8257-beff86053b68"",""Operation"":""UserLoggedIn"",""OrganizationId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""ObjectId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""UserId"":""bennett4@consolidatedmsgr.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""axios\/1.13.2""},{""Name"":""RequestType"",""Value"":""Kmsi:kmsi""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""Type"":0},{""ID"":""bennett4@consolidatedmsgr.com"",""Type"":5}],""ActorContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ActorIpAddress"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""InterSystemsId"":""02d03055-704d-46e2-8787-72addf63b989"",""IntraSystemId"":""c59bc046-a41f-4d07-8257-beff86053b68"",""SupportTicketId"":"""",""Target"":[{""ID"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""Type"":0}],""TargetContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ApplicationId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""DeviceProperties"":[{""Name"":""BrowserType"",""Value"":""Other""},{""Name"":""SessionId"",""Value"":""deda489c-d060-42b4-8d67-58ebb6c194f9""}],""ErrorNumber"":""0""}","5","214","c59bc046-a41f-4d07-8257-beff86053b68","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-12-17 18:52:25","bennett4@consolidatedmsgr.com","UserLoginFailed","{""CreationTime"":""2025-12-17T18:52:25"",""Id"":""356e9ed8-8fc5-4212-8f09-fe2890b3978f"",""Operation"":""UserLoginFailed"",""OrganizationId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""ObjectId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""UserId"":""bennett4@consolidatedmsgr.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""axios\/1.13.2""},{""Name"":""UserAuthenticationMethod"",""Value"":""16""},{""Name"":""RequestType"",""Value"":""SAS:BeginAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""Type"":0},{""ID"":""bennett4@consolidatedmsgr.com"",""Type"":5}],""ActorContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ActorIpAddress"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""InterSystemsId"":""02d03055-704d-46e2-8787-72addf63b989"",""IntraSystemId"":""356e9ed8-8fc5-4212-8f09-fe2890b3978f"",""SupportTicketId"":"""",""Target"":[{""ID"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""Type"":0}],""TargetContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ApplicationId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""DeviceProperties"":[{""Name"":""BrowserType"",""Value"":""Other""},{""Name"":""SessionId"",""Value"":""deda489c-d060-42b4-8d67-58ebb6c194f9""}],""ErrorNumber"":""50074"",""LogonError"":""UserStrongAuthClientAuthNRequiredInterrupt""}","6","214","356e9ed8-8fc5-4212-8f09-fe2890b3978f","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-12-17 18:52:25","bennett4@consolidatedmsgr.com","UserLoginFailed","{""CreationTime"":""2025-12-17T18:52:25"",""Id"":""356e9ed8-8fc5-4212-8f09-fe2890b3978f"",""Operation"":""UserLoginFailed"",""OrganizationId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""ObjectId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""UserId"":""bennett4@consolidatedmsgr.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""axios\/1.13.2""},{""Name"":""UserAuthenticationMethod"",""Value"":""16""},{""Name"":""RequestType"",""Value"":""Login:login""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""Type"":0},{""ID"":""bennett4@consolidatedmsgr.com"",""Type"":5}],""ActorContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ActorIpAddress"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""InterSystemsId"":""02d03055-704d-46e2-8787-72addf63b989"",""IntraSystemId"":""356e9ed8-8fc5-4212-8f09-fe2890b3978f"",""SupportTicketId"":"""",""Target"":[{""ID"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""Type"":0}],""TargetContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ApplicationId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""DeviceProperties"":[{""Name"":""BrowserType"",""Value"":""Other""},{""Name"":""SessionId"",""Value"":""deda489c-d060-42b4-8d67-58ebb6c194f9""}],""ErrorNumber"":""50074"",""LogonError"":""UserStrongAuthClientAuthNRequiredInterrupt""}","7","214","356e9ed8-8fc5-4212-8f09-fe2890b3978f","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-12-17 18:52:34","Not Available","UserLoginFailed","{""CreationTime"":""2025-12-17T18:52:34"",""Id"":""c3ee2bc3-50ae-46e2-84ee-a3a412da4c9c"",""Operation"":""UserLoginFailed"",""OrganizationId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""UserType"":4,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""ObjectId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""UserId"":""Not Available"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""axios\/1.13.2""},{""Name"":""RequestType"",""Value"":""SAS:BeginAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""Type"":0}],""ActorContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ActorIpAddress"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""InterSystemsId"":""02d03055-704d-46e2-8787-72addf63b989"",""IntraSystemId"":""c3ee2bc3-50ae-46e2-84ee-a3a412da4c9c"",""SupportTicketId"":"""",""Target"":[{""ID"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""Type"":0}],""TargetContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ApplicationId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""DeviceProperties"":[{""Name"":""BrowserType"",""Value"":""Other""}],""ErrorNumber"":""50074"",""LogonError"":""UserStrongAuthClientAuthNRequiredInterrupt""}","8","214","c3ee2bc3-50ae-46e2-84ee-a3a412da4c9c","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-12-17 18:52:34","Not Available","UserLoggedIn","{""CreationTime"":""2025-12-17T18:52:34"",""Id"":""c3ee2bc3-50ae-46e2-84ee-a3a412da4c9c"",""Operation"":""UserLoggedIn"",""OrganizationId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""UserType"":4,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""ObjectId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""UserId"":""Not Available"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""UserAgent"",""Value"":""axios\/1.13.2""},{""Name"":""RequestType"",""Value"":""SAS:BeginAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""Type"":0}],""ActorContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ActorIpAddress"":""2a05:541:116:5e33:4aec:2433:45e1:ce28"",""InterSystemsId"":""02d03055-704d-46e2-8787-72addf63b989"",""IntraSystemId"":""c3ee2bc3-50ae-46e2-84ee-a3a412da4c9c"",""SupportTicketId"":"""",""Target"":[{""ID"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""Type"":0}],""TargetContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ApplicationId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""DeviceProperties"":[{""Name"":""BrowserType"",""Value"":""Other""}],""ErrorNumber"":""0""}","9","214","c3ee2bc3-50ae-46e2-84ee-a3a412da4c9c","True","Unchanged"
"AzureActiveDirectoryStsLogon","2025-12-17 18:48:45","bennett4@consolidatedmsgr.com","UserLoggedIn","{""CreationTime"":""2025-12-17T18:48:45"",""Id"":""f5e0072f-4681-4611-816d-b17dd15a5737"",""Operation"":""UserLoggedIn"",""OrganizationId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""RecordType"":15,""ResultStatus"":""Success"",""UserKey"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""UserType"":0,""Version"":1,""Workload"":""AzureActiveDirectory"",""ClientIP"":""2a05:541:116:d573:cf62:ebf1:5b13:efa2"",""ObjectId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""UserId"":""bennett4@consolidatedmsgr.com"",""AzureActiveDirectoryEventType"":1,""ExtendedProperties"":[{""Name"":""ResultStatusDetail"",""Value"":""Success""},{""Name"":""KeepMeSignedIn"",""Value"":""true""},{""Name"":""UserAgent"",""Value"":""axios\/1.13.2""},{""Name"":""UserAuthenticationMethod"",""Value"":""16""},{""Name"":""RequestType"",""Value"":""SAS:ProcessAuth""}],""ModifiedProperties"":[],""Actor"":[{""ID"":""16040d97-c0b3-43ad-8158-1c920732fd67"",""Type"":0},{""ID"":""bennett4@consolidatedmsgr.com"",""Type"":5}],""ActorContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ActorIpAddress"":""2a05:541:116:d573:cf62:ebf1:5b13:efa2"",""InterSystemsId"":""2473fe8a-aa95-43f2-8576-6593e4d6b5aa"",""IntraSystemId"":""f5e0072f-4681-4611-816d-b17dd15a5737"",""SupportTicketId"":"""",""Target"":[{""ID"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""Type"":0}],""TargetContextId"":""9fc57536-e8d3-4117-8537-fc27bc714352"",""ApplicationId"":""4765445b-32c6-49b0-83e6-1d93765276ca"",""DeviceProperties"":[{""Name"":""BrowserType"",""Value"":""Other""},{""Name"":""SessionId"",""Value"":""7e37e017-d69a-42b2-84b1-05bf87d522a7""}],""ErrorNumber"":""50140""}","10","214","f5e0072f-4681-4611-816d-b17dd15a5737","True","Unchanged"
