"Activity","ActivityDateTime","AdditionalInfo","CorrelationId","DetectedDateTime","DetectionTimingType","IPAddress","Id","LastUpdatedDateTime","Location","RequestId","RiskDetail","RiskEventType","RiskLevel","RiskState","Source","TokenIssuerType","UserDisplayName","UserId","UserPrincipalName","AdditionalProperties"
"signin","2025-12-10 19:22:45","[{""Key"":""riskReasons"",""Value"":[""UnfamiliarASN"",""UnfamiliarBrowser"",""UnfamiliarDevice"",""UnfamiliarIP"",""UnfamiliarLocation"",""UnfamiliarEASId"",""UnfamiliarTenantIPsubnet""]},{""Key"":""userAgent"",""Value"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.188 Safari/537.36 OPR/123.0.0.229""},{""Key"":""alertUrl"",""Value"":null},{""Key"":""mitreTechniques"",""Value"":""T1078.004""}]","43f94729-add5-4b7a-8f4b-b13b406fb444","2025-12-10 19:22:45","realtime","2001:67c:2628:d9c0:d0ba:d6ce:fb35:cfc8","53eab0f98e684e9d56f312df5f5fcd2afe5d17e3e399c561b65133ba126cecb7","2025-12-10 19:24:10","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","65d47e8e-3d90-41b1-81d4-3e188c4b7d62","hidden","generic","hidden","remediated","IdentityProtection","AzureAD","Admin","263b1058-d2be-4326-8878-8ce79c878792","admin@consolidatedmsgr.microsoftonline.com","System.Collections.Generic.Jones2`2[System.String,System.Object]"
"signin","2025-12-10 19:22:48","[{""Key"":""riskReasons"",""Value"":[""NotSet""]},{""Key"":""userAgent"",""Value"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.188 Safari/537.36 OPR/123.0.0.229""},{""Key"":""alertUrl"",""Value"":null},{""Key"":""mitreTechniques"",""Value"":""T1078.004""}]","43f94729-add5-4b7a-8f4b-b13b406fb444","2025-12-10 19:22:48","realtime","2001:67c:2628:d9c0:d0ba:d6ce:fb35:cfc8","78148dade18a9c4658da5a52c0c4374980d5880892dae4c4ff37fe0b879d3568","2025-12-10 19:24:37","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","62cbb714-b012-4456-8f10-c7a114ebf12d","hidden","generic","hidden","remediated","IdentityProtection","AzureAD","Admin","263b1058-d2be-4326-8878-8ce79c878792","admin@consolidatedmsgr.microsoftonline.com","System.Collections.Generic.Jones2`2[System.String,System.Object]"
"signin","2025-12-10 19:22:03","[{""Key"":""riskReasons"",""Value"":[""UnfamiliarASN"",""UnfamiliarBrowser"",""UnfamiliarDevice"",""UnfamiliarIP"",""UnfamiliarLocation"",""UnfamiliarEASId"",""UnfamiliarTenantIPsubnet""]},{""Key"":""userAgent"",""Value"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36 Edg/142.0.0.206 OS/10.0.26200""},{""Key"":""alertUrl"",""Value"":null},{""Key"":""mitreTechniques"",""Value"":""T1078.004""}]","4936a33f-53d4-4ee9-8fcb-40732bde7b8c","2025-12-10 19:22:03","realtime","2604:3d09:8675:a97d:983e:1514:775f:90ea","27b2b5c15ad3b078673e1277b49568ce97db6e0ed1608ca52a0b8b8cfcddb127","2025-12-10 19:25:52","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","016b52d2-b6eb-4672-8a22-7ed7286c0e57","hidden","generic","hidden","atRisk","IdentityProtection","AzureAD","Admin","263b1058-d2be-4326-8878-8ce79c878792","admin@consolidatedmsgr.microsoftonline.com","System.Collections.Generic.Jones2`2[System.String,System.Object]"
"signin","2025-12-13 17:13:07","[{""Key"":""riskReasons"",""Value"":[""UnfamiliarASN"",""UnfamiliarBrowser"",""UnfamiliarDevice"",""UnfamiliarIP"",""UnfamiliarLocation"",""UnfamiliarEASId"",""UnfamiliarTenantIPsubnet""]},{""Key"":""userAgent"",""Value"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0""},{""Key"":""alertUrl"",""Value"":null},{""Key"":""mitreTechniques"",""Value"":""T1078.004""}]","9d188fff-c6f2-47ff-831f-1d42dd18bf78","2025-12-13 17:13:07","realtime","2600:1702:56e5:f13:563a:71ad:259f:f7ba","0130157bb8a151e0d61e29f21689b1ff63bcc4ce527c83d13dc1355bb92f55a5","2025-12-13 17:16:15","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","a03de05b-36b2-43f6-80d2-6624cc67897a","hidden","generic","hidden","remediated","IdentityProtection","AzureAD","Admin","263b1058-d2be-4326-8878-8ce79c878792","admin@consolidatedmsgr.microsoftonline.com","System.Collections.Generic.Jones2`2[System.String,System.Object]"
"signin","2025-12-14 16:29:44","[{""Key"":""riskReasons"",""Value"":[""NotSet""]},{""Key"":""userAgent"",""Value"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36""},{""Key"":""alertUrl"",""Value"":null},{""Key"":""mitreTechniques"",""Value"":""T1078.004""}]","a661f69e-2280-45d1-8fdc-14d20d5ae880","2025-12-14 16:29:44","realtime","40.136.227.113","1b13bfa0eebabec10040e2bfa1df5cd57d24d16ff59c780129270554f3cc3245","2025-12-14 16:46:20","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","60a78a90-1a94-4f8d-8e5d-cc0e86be2464","hidden","generic","hidden","remediated","IdentityProtection","AzureAD","Admin","263b1058-d2be-4326-8878-8ce79c878792","admin@consolidatedmsgr.microsoftonline.com","System.Collections.Generic.Jones2`2[System.String,System.Object]"
"signin","2025-12-17 15:54:13","[{""Key"":""riskReasons"",""Value"":[""UnfamiliarASN"",""UnfamiliarBrowser"",""UnfamiliarDevice"",""UnfamiliarIP"",""UnfamiliarLocation"",""UnfamiliarEASId"",""UnfamiliarTenantIPsubnet""]},{""Key"":""userAgent"",""Value"":""axios/1.13.2""},{""Key"":""alertUrl"",""Value"":null},{""Key"":""mitreTechniques"",""Value"":""T1078.004""}]","97b7cd36-7696-4ab7-8a83-f66a2e70700c","2025-12-17 15:54:13","realtime","2a05:541:116:c8f:59a2:44ad:532f:ee3d","74823cd6abe199873cecdc722b2e551da96ae0e3240b3000e3ac5e689ea4253b","2025-12-17 15:56:30","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","fa15af52-6cc1-4bfa-85a4-f050641021d8","hidden","generic","hidden","remediated","IdentityProtection","AzureAD","Clark Myers2","f9a62fe7-59eb-467a-848b-b0f4588e5386","gutierrez2@consolidatedmsgr.com","System.Collections.Generic.Jones2`2[System.String,System.Object]"
"signin","2025-12-17 15:54:14","[{""Key"":""riskReasons"",""Value"":[""NotSet""]},{""Key"":""userAgent"",""Value"":""axios/1.13.2""},{""Key"":""alertUrl"",""Value"":null},{""Key"":""mitreTechniques"",""Value"":""T1078.004""}]","97b7cd36-7696-4ab7-8a83-f66a2e70700c","2025-12-17 15:54:14","realtime","2a05:541:116:c8f:59a2:44ad:532f:ee3d","ff236de47fa7280e2a478b7babe2677d81bb31da72785ceeb57f3345c26213b1","2025-12-17 15:57:26","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","741ae117-a5d5-4191-8a21-f26b7d3567da","hidden","generic","hidden","remediated","IdentityProtection","AzureAD","Clark Myers2","f9a62fe7-59eb-467a-848b-b0f4588e5386","gutierrez2@consolidatedmsgr.com","System.Collections.Generic.Jones2`2[System.String,System.Object]"
"signin","2025-12-17 17:33:43","[{""Key"":""riskReasons"",""Value"":[""UnfamiliarASN"",""UnfamiliarBrowser"",""UnfamiliarDevice"",""UnfamiliarIP"",""UnfamiliarLocation"",""UnfamiliarEASId"",""UnfamiliarTenantIPsubnet""]},{""Key"":""userAgent"",""Value"":""axios/1.13.2""},{""Key"":""alertUrl"",""Value"":null},{""Key"":""mitreTechniques"",""Value"":""T1078.004""}]","3c867a73-84f7-4bce-8e05-3ef6ecd7fef4","2025-12-17 17:32:28","realtime","2a05:541:116:5e33:4aec:2433:45e1:ce28","0a3fe7101e6321b45d257bb1ed4b3a421941fb12541a2f4b3ae31c25109a6d06","2025-12-17 17:35:49","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","cbf6ba4d-5a8e-42f4-8b59-23c73d8d20d2","hidden","generic","hidden","remediated","IdentityProtection","AzureAD","Tyler3 Stephanie3","a5f489b5-7396-458b-85f1-8a15b5c0b315","garcia2@consolidatedmsgr.com","System.Collections.Generic.Jones2`2[System.String,System.Object]"
"signin","2025-12-17 17:56:58","[{""Key"":""riskReasons"",""Value"":[""UnfamiliarASN"",""UnfamiliarBrowser"",""UnfamiliarDevice"",""UnfamiliarIP"",""UnfamiliarLocation"",""UnfamiliarEASId"",""UnfamiliarTenantIPsubnet""]},{""Key"":""userAgent"",""Value"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.181 Safari/537.36""},{""Key"":""alertUrl"",""Value"":null},{""Key"":""mitreTechniques"",""Value"":""T1078.004""}]","25bff3bd-3664-47ad-8a4d-cecca871b637","2025-12-17 17:56:58","realtime","64.28.121.151","932c406a7544f879eda322cf3e747c4b020d7b946aff675d2b0443d31ce2f8f8","2025-12-17 17:59:03","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","11b91b88-a2c5-47d3-8f05-1d059be628f3","hidden","generic","hidden","atRisk","IdentityProtection","AzureAD","Evans3","92acb298-f436-4100-88f0-c0e8a339fa8e","evans3@consolidatedmsgr.com","System.Collections.Generic.Jones2`2[System.String,System.Object]"
"signin","2025-12-17 18:29:06","[{""Key"":""riskReasons"",""Value"":[""UnfamiliarASN"",""UnfamiliarBrowser"",""UnfamiliarDevice"",""UnfamiliarIP"",""UnfamiliarLocation"",""UnfamiliarEASId"",""UnfamiliarTenantIPsubnet""]},{""Key"":""userAgent"",""Value"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36""},{""Key"":""alertUrl"",""Value"":null},{""Key"":""mitreTechniques"",""Value"":""T1078.004""}]","a523b6db-85ca-4388-88cc-14bc4e4bf84f","2025-12-17 18:29:06","realtime","2607:fea8:5396:632a:5c2c:2437:82b4:a872","3c6cb70545d52da924d066b1279f9fcf9836ff44ceaeeb3cc342cdd361717e40","2025-12-17 18:32:14","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","1ba182d1-f8a2-4919-8522-780b22beebf1","hidden","generic","hidden","atRisk","IdentityProtection","AzureAD","Admin","263b1058-d2be-4326-8878-8ce79c878792","admin@consolidatedmsgr.microsoftonline.com","System.Collections.Generic.Jones2`2[System.String,System.Object]"
"signin","2025-12-17 22:19:10","[{""Key"":""riskReasons"",""Value"":[""UnfamiliarASN"",""UnfamiliarBrowser"",""UnfamiliarDevice"",""UnfamiliarIP"",""UnfamiliarLocation"",""UnfamiliarEASId"",""UnfamiliarTenantIPsubnet""]},{""Key"":""userAgent"",""Value"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36 Edg/142.0.0.206 OS/10.0.26200""},{""Key"":""alertUrl"",""Value"":null},{""Key"":""mitreTechniques"",""Value"":""T1078.004""}]","b299d701-a666-4ed4-89f1-06016e97c6f6","2025-12-17 22:19:10","realtime","47.152.79.5","20265b9ea58db667538fd605c8eff22cff8d8ed40ef9b1ccb32d8f78158ef56d","2025-12-17 22:22:01","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","7e7ebe85-0083-40f2-8caa-fcf1e6f0a383","hidden","generic","hidden","remediated","IdentityProtection","AzureAD","Admin","263b1058-d2be-4326-8878-8ce79c878792","admin@consolidatedmsgr.microsoftonline.com","System.Collections.Generic.Jones2`2[System.String,System.Object]"
"signin","2025-12-13 17:13:09","[{""Key"":""riskReasons"",""Value"":[""NotSet""]},{""Key"":""userAgent"",""Value"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:144.0) Gecko/20100101 Firefox/144.0""},{""Key"":""alertUrl"",""Value"":null},{""Key"":""mitreTechniques"",""Value"":""T1078.004""}]","9d188fff-c6f2-47ff-831f-1d42dd18bf78","2025-12-13 17:13:09","realtime","2600:1702:56e5:f13:563a:71ad:259f:f7ba","5a217d8129d6492a1702c0611801762a669b73ea1652efd88d9160d4e2baaf14","2025-12-13 17:51:26","Microsoft.Graph.PowerShell.Models.MicrosoftGraphSignInLocation","c7a582db-b654-40a5-8bb0-c74e9659328d","hidden","generic","hidden","remediated","IdentityProtection","AzureAD","Admin","263b1058-d2be-4326-8878-8ce79c878792","admin@consolidatedmsgr.microsoftonline.com","System.Collections.Generic.Jones2`2[System.String,System.Object]"
