ActivityDateTime,ActivityDisplayName,AdditionalDetails.1.Key,AdditionalDetails.1.Value,AdditionalDetails.1.AdditionalProperties,AdditionalDetails.2.Key,AdditionalDetails.2.Value,AdditionalDetails.2.AdditionalProperties,AdditionalDetails.3.Key,AdditionalDetails.3.Value,AdditionalDetails.3.AdditionalProperties,AdditionalDetails.4.Key,AdditionalDetails.4.Value,AdditionalDetails.4.AdditionalProperties,Category,CorrelationId,Id,InitiatedBy.App.AppId,InitiatedBy.App.DisplayName,InitiatedBy.App.ServicePrincipalId,InitiatedBy.App.ServicePrincipalName,InitiatedBy.App.AdditionalProperties,InitiatedBy.LinkableIdentifiers.DeviceId,InitiatedBy.LinkableIdentifiers.SessionId,InitiatedBy.LinkableIdentifiers.TokenDetails.IssuedAtDateTime,InitiatedBy.LinkableIdentifiers.TokenDetails.UniqueTokenIdentifier,InitiatedBy.LinkableIdentifiers.TokenDetails.AdditionalProperties,InitiatedBy.LinkableIdentifiers.AdditionalProperties,InitiatedBy.User.DisplayName,InitiatedBy.User.HomeTenantId,InitiatedBy.User.HomeTenantName,InitiatedBy.User.IPAddress,InitiatedBy.User.Id,InitiatedBy.User.UserPrincipalName,InitiatedBy.User.AdditionalProperties.agentType,InitiatedBy.AdditionalProperties,LoggedByService,OperationType,Result,ResultReason,TargetResources.1.DisplayName,TargetResources.1.GroupType,TargetResources.1.Id,TargetResources.1.ModifiedProperties,TargetResources.1.Type,TargetResources.1.UserPrincipalName,TargetResources.1.AdditionalProperties,UserAgent,AdditionalProperties
2025-12-17 22:23,Validate user authentication,targetTenant,538835a7-5878-4c75-8c10-792210402dee,,targetEntityType,None,,actorIdentityType,UPN,,RequestId,76e0543d-39f3-44ba-8e31-aaaa6d176427,,Authentication,76e0543d-39f3-44ba-8e31-aaaa6d176427,B2C_76e0543d-39f3-44ba-8e31-aaaa6d176427_9fc57536-e8d3-4117-8537-fc27bc714352_134078918287152270,,,,,,,,,,,,admin@consolidatedmsgr.microsoftonline.com,,,20.190.153.222,263b1058-d2be-4326-8878-8ce79c878792,admin@consolidatedmsgr.microsoftonline.com,notAgentic,,B2C,Read,success,Token is valid,538835a7-5878-4c75-8c10-792210402dee,,,Microsoft.Graph.Beta.PowerShell.Models.IMicrosoftGraphModifiedProperty[],Other,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.206 Safari/537.36 Edg/142.0.0.206",
2025-12-17 22:23,Update user,UserType,,,,,,,,,,,,UserManagement,f88313f1-c871-4b6f-8929-d8482d8306c1,Directory_f88313f1-c871-4b6f-8929-d8482d8306c1_9BYFY_532473468,,Stewart Reed3 Kim5,e53c9fc2-7f00-4e69-8487-6c95f3535dc7,,,,,,,,,,,,,,,,,Core Directory,Update,success,,,,263b1058-d2be-4326-8878-8ce79c878792,,User,admin@consolidatedmsgr.microsoftonline.com,,,
2025-12-17 22:19,Consent to application,User-Collins,EvoSTS,,AppId,16529af8-c597-4b72-8a9b-2e3b3ffdc395,,AppOwnerOrganizationId,cdc5aeea-15c5-4db6-b079-fcadd2505dc2,,,,,ApplicationManagement,a249fadf-e7f9-4148-8ca9-422e033bec29,Directory_a249fadf-e7f9-4148-8ca9-422e033bec29_XE46K_24359058,,,,,,,,,,,,Stewart Brooks3 Service,,,20.163.68.13,263b1058-d2be-4326-8878-8ce79c878792,admin@consolidatedmsgr.microsoftonline.com,notAgentic,,Core Directory,Assign,success,,Samuel4 Stewart4 Nancy Janet3 Michelle4,,3f3a2163-ba44-4405-8927-2b27e3aa168e,,ServicePrincipal,,,,
2025-12-17 22:19,Add app role assignment grant to user,User-Collins,EvoSTS,,AppId,16529af8-c597-4b72-8a9b-2e3b3ffdc395,,,,,,,,UserManagement,a249fadf-e7f9-4148-8ca9-422e033bec29,Directory_a249fadf-e7f9-4148-8ca9-422e033bec29_XE46K_24359051,,,,,,,,,,,,Stewart Brooks3 Service,,,20.163.68.13,263b1058-d2be-4326-8878-8ce79c878792,admin@consolidatedmsgr.microsoftonline.com,notAgentic,,Core Directory,Assign,success,,Samuel4 Stewart4 Nancy Janet3 Michelle4,,3f3a2163-ba44-4405-8927-2b27e3aa168e,,ServicePrincipal,,,,
2025-12-17 22:19,Add phillips permission grant,User-Collins,EvoSTS,,AppId,00000003-0000-0000-c000-000000000000,,,,,,,,ApplicationManagement,a249fadf-e7f9-4148-8ca9-422e033bec29,Directory_a249fadf-e7f9-4148-8ca9-422e033bec29_XE46K_24359032,,,,,,,,,,,,Stewart Brooks3 Service,,,20.163.68.13,263b1058-d2be-4326-8878-8ce79c878792,admin@consolidatedmsgr.microsoftonline.com,notAgentic,,Core Directory,Assign,success,,Samuel4 Stewart4,,d17a33f6-4fa5-441a-86cf-9bfd05fb2dd6,,ServicePrincipal,,,,
2025-12-17 22:19,Add service principal,User-Collins,EvoSTS,,AppId,16529af8-c597-4b72-8a9b-2e3b3ffdc395,,AppOwnerOrganizationId,cdc5aeea-15c5-4db6-b079-fcadd2505dc2,,,,,ApplicationManagement,a249fadf-e7f9-4148-8ca9-422e033bec29,Directory_a249fadf-e7f9-4148-8ca9-422e033bec29_XE46K_24359014,,,,,,,,,,,,Stewart Brooks3 Service,,,20.163.68.13,263b1058-d2be-4326-8878-8ce79c878792,admin@consolidatedmsgr.microsoftonline.com,notAgentic,,Core Directory,Add,success,,Samuel4 Stewart4 Nancy Janet3 Michelle4,,3f3a2163-ba44-4405-8927-2b27e3aa168e,,ServicePrincipal,,,,
2025-12-17 21:34,Update user,UserType,,,,,,,,,,,,UserManagement,f098f028-3fc4-4632-87e9-41f7c623ee12,Directory_f098f028-3fc4-4632-87e9-41f7c623ee12_SAB6K_71451713,,ConnectSyncProvisioning_Joan2-Jackson1_f0234657174f,67c682e9-8d2e-40f2-839d-d76814e0dc7a,,,,,,,,,,,,,,,,,Core Directory,Update,success,,,,16040d97-c0b3-43ad-8158-1c920732fd67,,User,bennett4@consolidatedmsgr.com,,,
2025-12-17 21:33,Update StsRefreshTokenValidFrom Timestamp,,,,,,,,,,,,,UserManagement,34dbf76a-a5a1-4344-8d1a-f65706be1a8b,Directory_34dbf76a-a5a1-4344-8d1a-f65706be1a8b_3KRC3_8323499,,ConnectSyncProvisioning_Joan2-Jackson1_f0234657174f,67c682e9-8d2e-40f2-839d-d76814e0dc7a,,,,,,,,,,,,,,,,,Core Directory,Update,success,,,,16040d97-c0b3-43ad-8158-1c920732fd67,,User,bennett4@consolidatedmsgr.com,,,
2025-12-17 21:33,Change user password,,,,,,,,,,,,,UserManagement,34dbf76a-a5a1-4344-8d1a-f65706be1a8b,Directory_34dbf76a-a5a1-4344-8d1a-f65706be1a8b_3KRC3_8323492,,ConnectSyncProvisioning_Joan2-Jackson1_f0234657174f,67c682e9-8d2e-40f2-839d-d76814e0dc7a,,,,,,,,,,,,,,,,,Core Directory,Update,success,,,,16040d97-c0b3-43ad-8158-1c920732fd67,,User,bennett4@consolidatedmsgr.com,,,
2025-12-17 21:33,Update PasswordProfile,,,,,,,,,,,,,UserManagement,34dbf76a-a5a1-4344-8d1a-f65706be1a8b,Directory_34dbf76a-a5a1-4344-8d1a-f65706be1a8b_3KRC3_8323478,,ConnectSyncProvisioning_Joan2-Jackson1_f0234657174f,67c682e9-8d2e-40f2-839d-d76814e0dc7a,,,,,,,,,,,,,,,,,Core Directory,Update,success,,,,16040d97-c0b3-43ad-8158-1c920732fd67,,User,bennett4@consolidatedmsgr.com,,,
2025-12-17 21:23,Update user,UserType,,,,,,,,,,,,UserManagement,3fdce91f-cf97-47b2-81f0-b6ed0ee1e93e,Directory_3fdce91f-cf97-47b2-81f0-b6ed0ee1e93e_8S530_7229815,,ConnectSyncProvisioning_Joan2-Jackson1_f0234657174f,67c682e9-8d2e-40f2-839d-d76814e0dc7a,,,,,,,,,,,,,,,,,Core Directory,Update,success,,,,16040d97-c0b3-43ad-8158-1c920732fd67,,User,bennett4@consolidatedmsgr.com,,,
2025-12-17 21:23,Update user,UserType,,,,,,,,,,,,UserManagement,8b88286b-ad5e-45b9-8755-e904de98b9a3,Directory_8b88286b-ad5e-45b9-8755-e904de98b9a3_3ZLCZ_513307839,,Stewart Reed3 Kim5,e53c9fc2-7f00-4e69-8487-6c95f3535dc7,,,,,,,,,,,,,,,,,Core Directory,Update,success,,,,16040d97-c0b3-43ad-8158-1c920732fd67,,User,bennett4@consolidatedmsgr.com,,,
2025-12-17 21:19,Update user,UserType,,,,,,,,,,,,UserManagement,89324ed8-3eae-4faa-82dc-fb67ea52bbe4,Directory_89324ed8-3eae-4faa-82dc-fb67ea52bbe4_9ANOM_441045528,,Stewart Reed3 Kim5,e53c9fc2-7f00-4e69-8487-6c95f3535dc7,,,,,,,,,,,,,,,,,Core Directory,Update,success,,,,16040d97-c0b3-43ad-8158-1c920732fd67,,User,bennett4@consolidatedmsgr.com,,,
2025-12-17 21:19,Update user,UserType,,,,,,,,,,,,UserManagement,30326704-d153-4dd5-883e-70835b44a986,Directory_30326704-d153-4dd5-883e-70835b44a986_3H3C5_153372721,,Stewart Reed3 Kim5,e53c9fc2-7f00-4e69-8487-6c95f3535dc7,,,,,,,,,,,,,,,,,Core Directory,Update,success,,,,16040d97-c0b3-43ad-8158-1c920732fd67,,User,bennett4@consolidatedmsgr.com,,,
2025-12-17 21:08,Update user,UserType,,,,,,,,,,,,UserManagement,6d5fae6a-5d13-490a-85c4-451e2f46eca0,Directory_6d5fae6a-5d13-490a-85c4-451e2f46eca0_FG0DO_6781511,,ConnectSyncProvisioning_Joan2-Jackson1_f0234657174f,67c682e9-8d2e-40f2-839d-d76814e0dc7a,,,,,,,,,,,,,,,,,Core Directory,Update,success,,,,16040d97-c0b3-43ad-8158-1c920732fd67,,User,bennett4@consolidatedmsgr.com,,,
2025-12-17 20:59,Update StsRefreshTokenValidFrom Timestamp,,,,,,,,,,,,,UserManagement,b3de82d3-2f29-4812-8e85-215a2910ebe8,Directory_b3de82d3-2f29-4812-8e85-215a2910ebe8_DF84G_54842302,,ConnectSyncProvisioning_Joan2-Jackson1_f0234657174f,67c682e9-8d2e-40f2-839d-d76814e0dc7a,,,,,,,,,,,,,,,,,Core Directory,Update,success,,,,16040d97-c0b3-43ad-8158-1c920732fd67,,User,bennett4@consolidatedmsgr.com,,,
2025-12-17 20:59,Change user password,,,,,,,,,,,,,UserManagement,b3de82d3-2f29-4812-8e85-215a2910ebe8,Directory_b3de82d3-2f29-4812-8e85-215a2910ebe8_DF84G_54842295,,ConnectSyncProvisioning_Joan2-Jackson1_f0234657174f,67c682e9-8d2e-40f2-839d-d76814e0dc7a,,,,,,,,,,,,,,,,,Core Directory,Update,success,,,,16040d97-c0b3-43ad-8158-1c920732fd67,,User,bennett4@consolidatedmsgr.com,,,
